Name,Count
STANYARD,138
MENCL,204
SALINES,201
CORCIONE,291
ARTS,546
GIACOMO,464
OTTON,225
GAGNIER,1180
GLADYSZ,378
KAMPHAUS,538
NUKIC,207
KASSAM,440
DANNY,197
ULANDAY,265
EDBLOM,185
CIMORELLI,446
MENTGEN,130
SUTPHEN,923
LASICK,105
GLIELMI,121
ARTIGUE,292
DUCRET,104
BILLINGSLEY,11973
MERIWEATHER,869
NIEBLER,131
ERBECK,190
PHADKE,293
GULVAS,164
BEIERMEISTER,100
TASHJIAN,1045
TOLLAND,177
PAWLIK,1763
GEMMA,828
SACKREITER,123
ENFINGER,1435
NEIDERER,417
LONNING,221
MEYERHOFF,994
MARTI,4860
WALMA,173
ELENBAAS,706
GOEDERT,551
SANKEY,3584
GOTTFREDSON,195
JARAMILLO,36755
CHAVARRI,204
HEMBRE,122
VEAS,104
BERNARDS,571
ALLIN,848
MENOLD,264
DERIAN,300
VAISMAN,211
DAHLMANN,202
GIESIGE,262
VOZZOLO,100
RITTMEYER,185
NIEDBALA,347
ZIESER,302
SOHNS,416
HEIMDAL,131
FLASPOHLER,193
BOPPANA,241
KEEZER,645
BIRCHLER,602
KNOSP,175
OBERHOLZER,516
POSNER,3157
HEIZLER,118
KOPREK,122
MATHA,187
BESSMAN,203
LINDQUIST,11337
TURBEN,215
SAGON,230
CANNEY,846
SPOTTEDEAGLE,164
PACOCHA,226
NIKITINA,135
TINDLE,2205
GRIMSHAW,2160
FERELL,148
HAYDE,271
KAMMANN,217
BREWTON,3304
HOSHAW,364
MOITOZA,182
HEERSINK,212
TARDIE,330
LUHRING,357
SIMBA,120
LOIODICE,125
DAHMER,867
SI,1166
BRAMLET,452
KNATZ,174
CATALINO,296
KARBACH,166
RUSCHAK,260
BLEICK,154
TRIAL,278
ISELIN,368
ROSENBLUTH,447
LUPER,2170
SEBEK,642
HOMES,1364
SETTEDUCATO,111
BLAVAT,101
CALICUTT,163
LINDSEY,63760
MELQUIADES,161
SOUSA,15377
PUDLINER,116
ALLE,251
MANIKAS,278
SWOYER,693
KUBICHEK,176
WEISKIRCHER,164
GRAUBERGER,425
MEIHLS,175
BARANIK,124
KRETCHMER,486
PEET,3434
PALAN,347
RAUH,1417
GIOIOSA,208
TAMBURO,445
VILLAFANA,3003
GOUGH,8584
HARTL,1389
LULEK,169
BARADA,304
BONA,1709
GRAEBNER,338
FORGHANI,100
KENNEYBREW,107
GUADALAJARA,283
GOBENA,135
SHETRON,111
STIGLIC,110
ZITELLI,233
AKINS,17868
ULRICH,16668
ITAYEM,129
EMERTON,420
WARDRIP,641
SHURELDS,114
SITA,408
ASWAD,321
DIVAN,207
CASHEN,979
FATEMI,380
BRKIC,382
HIRMIZ,371
RATHEL,405
SAFO,158
HARTANTO,117
DADD,242
DUTSON,851
ARIGO,265
STIENER,248
GOBERT,1827
VANACORE,622
COT,267
CESMAT,102
BASKERVILLE,3755
ABBEY,5150
KUPERSMITH,265
MAYBERRY,14326
CASOLARO,142
SHELKEY,186
BLANKENBURG,584
ESTON,154
FEROCE,132
DALON,137
LEVITES,102
GABERT,558
CRIER,150
DOBRICK,239
BEELS,184
HEAVENS,299
DELVILLAR,1853
SWAINSON,215
DELEEUW,1085
ZIENKIEWICZ,174
LIKNESS,205
ROTHSCHILLER,108
SOEHNGEN,122
POTIER,593
DOORLY,105
HERRY,272
KASTRATI,282
HANEMANN,170
TREBUS,154
PRIETO,19520
PARISE,2731
STRAATMANN,292
SEVEN,179
MOMBERGER,215
MEGENITY,103
SHEPPHARD,106
CERULLI,564
KATSUDA,114
BARRICKMAN,375
BELFER,353
LAPEROUSE,134
MARICK,310
WASHKOWIAK,142
DRIESSEN,783
VILORIA,2405
KATTNER,509
KARLESKINT,226
TAWWATER,101
LANENGA,134
ALLAND,152
SHAWNEE,108
MALI,458
MOLETTE,443
LANDES,4404
RASE,393
AILSHIE,205
LEMERANDE,110
KASPRAK,100
BODILY,1660
WOLLESEN,219
MABEL,153
FAMOUS,251
NEIPP,103
BANSEN,104
TKACZ,404
KAMATH,1299
TAEZA,124
TSUJIMOTO,225
LEYJA,148
AGUNDIS,270
HOEFFNER,613
MARTNEZ,326
ARGENZIO,161
WAIWAIOLE,132
HAFERMANN,182
MCIFF,109
BLUNTSON,206
RAMAZANI,125
DUNWOODIE,244
UMMEL,420
OLIVEREZ,122
WESOLOWSKI,3204
WALTEMATH,244
HENGEN,279
KOSTICH,238
SHEPPERSON,782
MCELHONE,468
BRONKEMA,518
LAITINEN,676
YEATER,1642
LENGEFELD,157
SOLBERG,5379
VENTRELLA,558
AURAN,103
MORISI,172
GRAGEDA,282
PRZYBOROWSKI,210
DJERF,129
REHKAMP,136
ROMRELL,380
TWIGGER,171
BAINER,221
DIETZ,18720
KITSCH,172
STANART,109
FELSMAN,157
DOMIZIO,144
BUGLIONE,333
REYNARD,1050
SPIGEL,214
MESANOVIC,108
DEVENCENZI,140
EDGETTE,122
FEISTER,281
MCGONIGLE,1274
TOLFREE,196
MIKAMI,435
MADES,242
HOEHNE,1155
BURHOE,254
DAMBERG,130
BOVINO,384
DORZWEILER,100
WILABY,112
NYHUIS,269
FIERKE,216
IMO,189
HELL,373
YESMIN,209
GERASIMCHUK,140
HACKE,267
MARLEN,137
LANPHIER,533
MANCEAUX,115
VITTA,124
ASHTON,12263
WENKE,633
SWIGART,1900
RIEDMUELLER,101
BRANDIS,415
GHAITH,100
GESSE,165
CALLEA,174
NEWILL,317
GAYTAN,14647
DAMANTE,209
HOWER,3039
STIRLING,2836
WARSZAWSKI,119
PANDORA,108
PENISTEN,130
MUSCI,191
JERNAGIN,152
CINTORA,618
CABAGE,123
STINAR,320
MILLAN,10733
RONY,125
DITOMMASO,873
VOEUN,146
RATICAN,111
TRAINUM,368
WIEDMER,317
CRESSON,176
HANZLICEK,125
HOLLUB,121
DAGHLIAN,125
DAMMER,305
BORQUE,212
GOLUBIC,113
YANDEL,135
WERNETT,125
FOSNAUGHT,172
CARRETTA,399
HESCH,654
HINKEMEYER,180
KLEBAN,384
DUCHATELLIER,109
NATERAS,364
LONNIE,126
GILMER,6697
HEIMALL,107
LARSON,122587
SERVE,111
FULKERSON,6391
PREFONTAINE,393
HAMMEREN,114
EFE,127
BURGHART,343
SCHAFERS,114
OUN,436
AMORY,453
MALLONE,158
TUBBESING,189
ONOFREY,320
DAVALLE,128
UYEHARA,860
BRAEGGER,377
OOSTING,289
FLAUTO,126
MANNISTO,188
COMMERS,173
GONEN,129
RABKIN,388
BLEUEL,152
WHITENACK,679
PANCHOLI,307
MARIA,4500
STIMSON,2552
PIANALTO,319
LAUZIER,243
SEMIN,131
GORACZKOWSKI,102
ULATOWSKI,455
CAPP,1588
GROSHONG,717
SPILLANE,3047
LUMBY,222
EYER,1784
DOEHLING,177
PAGUIRIGAN,377
CLAYMORE,269
BAUMANN,14644
HEUSMAN,123
GROTT,287
PENBERTHY,684
SNIADACH,105
YAQUINTO,109
KONEMANN,110
DUAH,429
LAMBE,1211
SAULT,293
HERMANNS,350
DAMON,7555
HESTERBERG,265
MAIOLO,579
KRAFCIK,183
WARNECK,120
BARRILLEAUX,886
UVALLE,992
MOTAMEDI,350
FRELS,198
ZIKE,612
SEIGFRIED,297
CHIPLEY,500
SCHEXNAYDRE,389
BRIGHT,33281
CILUFFO,128
MORAR,463
MOCABEE,206
LAGMAY,427
GLISCH,158
MODESITT,643
RODIE,209
BENNICI,190
SANCHEZCHAVEZ,164
FRY,38029
ALVIANI,106
TILLARD,110
CABREA,126
ROZMUS,310
BOTTS,4582
CUCCARO,486
ATANGAN,190
SIGG,681
TABAG,122
CANOVA,1294
MACUMBER,298
DENIGER,165
FARANO,236
STECKLEY,263
MASLACH,128
LENKEY,127
SELIN,736
CRUZ,334201
OBRIST,299
MANWARREN,675
HANDREN,112
OSTROWSKY,363
OKE,790
LUEDKE,1564
WANO,169
MAESTRE,746
CHIARELLO,1460
SUH,7089
BERGSTRAND,311
MEYRING,111
FLAUTA,144
KONTEH,160
SOYLAND,139
HARTKA,131
MAJETICH,196
PLUTT,126
SHADDY,323
TRUNDLE,357
PFEIFLE,709
WHITELOCK,791
ADREON,197
SAMESHIMA,152
FURNER,423
MONTAIGNE,143
AAKHUS,134
ALTAF,363
MATICHAK,102
STODDART,1258
LAYWELL,128
KOSIAK,138
CAMBRA,1771
KISSER,191
RAFANELLO,103
OGURA,325
BIENHOFF,154
CRUMPTON,4985
VERHEUL,157
POULAKIS,127
GULLY,2107
DONETH,104
GAVETTE,347
FASELER,103
BUMBARGER,544
MAYORGA,9659
PORIS,143
CURBELO,1552
DECEW,110
DHAM,153
RIFFEE,195
BOENISCH,152
SPLAN,354
DIFFENBAUGH,272
MASTRODONATO,254
FED,100
VEREECKEN,119
NAASZ,370
RUMNEY,468
ALEGRIA,6200
HARBERSON,249
KONERT,102
BYWATERS,351
SOLENBERGER,156
CALISTO,360
SUSONG,374
BRISTLIN,164
DOVEY,324
ASPIN,165
SKOR,124
CRUZTORRES,265
DEMATOS,522
BOENKER,179
SEARLE,4680
GURGANUS,1966
GONZABA,194
MELOHN,129
GLYMPH,583
REDZEPI,127
MERGLER,332
HAARALA,163
WENGERT,878
HEVIA,617
KYTOLA,107
SCHELP,186
PILNY,196
KERGER,199
BEDAL,139
MASEN,119
MCGOMERY,108
JAIN,11626
RUSSENBERGER,145
RAPIEN,216
GREENHOE,312
HUNTSMAN,4187
KUANG,3767
KIVELL,155
CAKE,416
DANTI,133
MAGPANTAY,552
CAMPA,5709
BUTTACCIO,100
POW,368
REVELLA,101
YADLOSKY,149
DIAMOND,21586
BURDMAN,116
VOTTA,680
ALTENBERND,120
BUSACKER,134
REIK,275
PONZINI,218
SEMBLER,121
SCHINDEL,505
MCCAMMOND,229
PORZIO,660
DELTORO,7251
SANTIBANES,103
REPP,2895
LUCARIO,192
KASOFF,156
RUNDEL,253
CAUPP,133
SCHULHOF,138
SLACHTA,186
LESSON,167
PFOUTS,261
DEATRICK,502
BALCOM,2652
KARRI,342
OTZOY,132
MOMAND,119
COLLINSON,1172
LOVERN,1775
KLEIST,1532
VANSICLEN,161
AHLVERS,121
MCCRADY,1500
BLESSITT,213
BRUNEEL,114
DOUG,103
MEISNER,3454
MALAGISI,132
TEUBER,423
OBER,3724
DRENON,141
SRIVATSA,117
DEUTSCHLE,102
JERLES,199
KOROBKIN,113
VIDMAR,954
MISENHIMER,260
MIKLAS,527
GIN,1509
JAGO,496
KHILJI,105
AMORI,112
STAEHLE,452
SHENODA,118
KEETH,764
TIMBER,100
ZIEBARTH,1038
TIPSWORD,675
WITTICK,127
GARGES,370
SANTIAGOGARCIA,260
DIGAUDIO,101
ENEH,135
ERNAT,157
POCHE,2367
MACAS,304
AUTEN,2707
BODDEN,3183
BERTELMANN,104
WALDINGER,355
PELICANO,119
VASSIL,259
KRASNER,1017
MAGBITANG,183
SININGER,130
BAUTISTA,60264
KNIGHTING,191
WEEGE,176
SCHLISSEL,170
MANSO,1219
TEO,1550
JANDREW,215
ZENKE,157
PADALINO,343
ROUTTE,142
SCHADEGG,272
ARDILES,131
MIERTSCHIN,160
ASTORGA,4481
STUDEBAKER,2627
BENISRAEL,107
AVERILL,3529
CAPARCO,213
COLLMAN,1035
RACER,586
MOVSESIAN,225
COVITZ,215
MARULLI,162
DEWS,2067
JARDELEZA,122
SAULTERS,687
NEESEN,119
GATCH,509
CHEUNG,18765
ZETAH,163
HOFFERBER,469
EVERMAN,1740
AYUNGUA,104
WIDDOWS,359
DESIRE,723
SCHAFROTH,164
RYNES,426
DUTA,128
SCHLECHTY,190
RAMBLER,275
DOMARADZKI,101
TEFFETELLER,488
BANKOWSKI,498
ZOVKO,187
VANN,15416
DEROJAS,162
SEMKO,246
GREENTREE,215
MYLOD,117
MUNDER,155
WOHLSCHEID,144
HUELS,415
WASDEN,878
VILAY,156
LINSAY,142
SHAFF,678
BALLOG,291
TALAMANTEZ,1948
LUTH,1034
LEIBRAND,197
LIPARI,2048
EISLER,928
MELLETT,429
ELSEA,1277
KLENNERT,151
VIENNA,246
SONAWANE,105
SCHOENINGER,137
VUE,11717
MURASHIGE,218
MIRRIONE,168
MASTEY,230
GROLLER,348
HAMMELMAN,201
CASDEN,107
PELOSO,586
BOBBE,181
EVICK,268
SIREK,542
SAILORS,1245
ALKEMA,423
RZASA,395
AUKER,1317
ESPONGE,169
OSTLUND,1418
HIGAKI,226
MARHOFER,148
DUMPHY,141
MOO,1803
FERRAR,323
OLSZEWSKI,5554
CHERVIN,160
SPRADLEY,3434
DEFINIS,245
WITTHAR,142
MINNIEFIELD,909
DOLBEC,181
STYCH,112
DERNIER,140
FAHEY,9299
PREISS,1465
MAJSTOROVIC,128
CHUDASAMA,295
GARFINKEL,1647
MASCHMANN,184
SCHERRER,3112
WASMAN,128
CAVILL,310
AMBLER,1966
BAMMERLIN,148
GRANICH,187
GRUNDBERG,114
SERRATT,108
HERDEN,184
BARTOCCI,139
KERSHAW,5109
HOLZBERG,208
SIECINSKI,178
DULLEY,133
KATSEL,122
KUENSTER,166
TIMBREZA,147
NOTTKE,243
MAHAD,115
FIGHT,159
TAG,244
ROTSTEIN,239
COLLAMER,157
TOURE,2198
LORENTE,470
ZELL,3049
AHLF,373
DUCTAN,156
GESTL,113
BILLIEL,101
USHERY,144
HERREID,308
RENNAKER,472
VUKAS,239
LOMACK,361
SCRIBA,127
VOISARD,352
ANTWI,959
MCCRIMMON,1824
SAUCILLO,218
CHASEY,270
GERKEY,139
MIRZAEI,155
NICASSIO,244
WREDBERG,104
CORNELISON,3617
ARICO,654
PEARSE,1259
PRESSNELL,889
ROWBOTHAM,685
DULEY,2528
PULLELLA,108
ANALCO,433
BUCCIGROSSI,186
ARVISO,1221
LIPSEY,3111
STRIEGEL,1371
CUILLA,112
MIHAI,335
CRUME,1636
IONNO,103
HARNETIAUX,126
VEITIA,273
TIEMAN,1751
ROCO,178
GERMANI,464
CLOSSON,1928
SCHWOYER,215
TENNIE,263
SONI,3437
CUMINGS,648
EVERS,9300
MANDARINO,712
SULLO,579
CLUBBS,204
KHEANG,128
WOOLRICH,106
BILBROUGH,154
WINEGEART,324
KAZARYAN,464
MOOS,1821
KOSOWSKI,572
SELIMAJ,183
CHANO,133
KARIMI,1858
PASIERB,277
PISCIOTTA,1602
PFEILER,399
KIBRIA,223
EICHENLAUB,1164
AGLE,291
DOWDALL,554
PANG,7642
KONECHNE,162
COSSACK,141
NOPPENBERGER,149
LECKRONE,676
STALZER,816
MIYARES,298
EDDINGFIELD,198
MENYHART,123
MANGIALARDI,164
BURALL,114
TORELLA,164
LONSKY,117
SPIDELL,714
SHERGILL,456
TOSTENSON,457
JALLOH,2542
MUEHLHAUSEN,246
SLAVICH,320
WHILBY,213
LANOUE,1714
PALS,1583
LOHBECK,133
KULINSKI,721
SHIPES,532
BATCHMAN,150
DOMBECK,484
AMOROSA,102
PHELON,205
POPPENGA,159
DAHLBY,267
SHURLEY,577
MAPHIS,309
KIMSEY,2408
KIRSNER,190
YANACEK,125
BUNZEY,138
BERNI,419
YURCISIN,140
MCCLELLON,223
PRESTEGUI,161
MULKERN,673
YEHLING,170
DIAZGOMEZ,284
OSIF,163
BABBAR,200
BONTJES,146
GERTEISEN,128
FLEISHER,2058
VENNETTI,111
GIERUT,190
FINLAW,171
RAVURI,174
STUCHELL,410
BOYANTON,201
GRANDITS,124
DELEONGUERRERO,179
REYMOND,214
KELLE,319
DROLL,522
CUNNEEN,428
PISTULKA,199
SAMONTE,982
GADALLA,235
GAIR,494
RENEY,252
PEARCH,215
BONNY,606
STIGGER,584
CLINES,886
LINCE,560
GUTKNECHT,1050
PERNEY,116
CASTANDA,164
SCENNA,262
LIPSITZ,381
BRENSON,339
FORBEY,144
JIMMISON,107
AKINTOLA,107
WEER,231
MANNEY,1174
CORRADINI,289
PERKETT,305
STOVE,138
ORDENANA,205
RASHAD,789
MOLANDES,143
GOENS,870
MANDIA,317
GONG,6079
ZOTTER,324
FLORIE,206
HEDUM,100
STEGMEIER,255
LEDER,1231
DARSOW,210
PLUMADORE,330
JEREZA,107
POMEROY,7377
HOBZA,159
MASSUNG,206
MOLINA,96979
GENSEL,578
MULLIKIN,3033
VONDEYLEN,197
YACOOB,155
TAFE,157
BLUME,5826
NIFFENEGGER,232
KARRY,144
AZOULAY,376
GORDILLO,4616
COLABELLA,377
FORSETH,955
ABENE,153
UY,3633
SOUMARE,255
SCHWANBECK,274
CURNUTTE,705
FAGERBERG,258
SCHINDELE,360
PIEKARSKI,1659
REDKO,123
BONIS,272
JALILI,293
MARCZEWSKI,276
ECKELBARGER,303
PANCARI,107
CRISTOFORI,130
NAKHLEH,222
DUNLEVY,1057
ESTERLY,809
CHESTON,306
GOUDGE,223
GRUSE,285
ERIACHO,179
GRENHAM,155
DELINO,135
ALAZAR,100
AKIYAMA,929
CLENDANIEL,568
MIODUSKI,106
GANDARA,4754
SANNINO,158
MENDE,662
RUXTON,240
MORUA,1096
HAGENBUCH,887
VANGORDEN,752
DRAN,133
RETTINO,123
WARDRICK,176
CENATUS,268
MURTO,234
LILL,1174
CANTUA,246
TEACHMAN,255
HAWATMEH,230
AMELUNG,303
MAUCIERI,137
NEREM,153
STIENBARGER,115
HAMDANI,270
BALLESTAS,285
SPRUANCE,169
OXENTINE,118
FERREL,3054
WELLARD,290
VOLMERT,118
MAGENHEIM,125
LICHENSTEIN,115
HANES,9268
SNAY,1085
ABUALI,358
BODENHAUSEN,107
ZIEMIANSKI,188
LECHNER,4149
SHIVAR,234
BITTNER,9163
MILOSEVICH,368
FEY,3588
EKSTEIN,441
LEITE,3123
HANDSOME,194
BERGOLD,216
TABORN,741
HUMMINGBIRD,337
MAKONNEN,320
ALDER,3885
PHIFER,5671
DINTAMAN,154
LAKINS,533
MOLZAHN,463
STEENSLAND,165
CIRKS,149
CIARDULLO,368
SOGARD,203
MISAK,321
STEPHON,119
GOODALE,3140
GALLIEN,1567
HITESMAN,323
TIBBE,169
JORDAL,217
BANDURA,422
SECHRIST,3033
DEWHITT,126
PRIEVE,242
NEBE,209
HENDSBEE,105
KREFT,1175
FICHT,234
LANGSTRAAT,304
DEFAUW,288
CLOUTIER,7461
PEINE,723
DAMIS,257
PALIOTTI,126
MURALI,746
UBILES,299
RIVERADIAZ,217
GALVIN,11882
DORNSIFE,108
HOOLEY,1761
LAURION,323
MELGREN,100
RUMBOLZ,122
FINLON,164
HED,244
ORENS,150
MASIC,354
BROZENA,112
BUONTEMPO,177
THOSS,142
PUENTE,14966
SPEIR,1335
KRUMNOW,295
GRETHEN,100
REIFERT,207
HEMPERLY,273
DEMASTERS,281
INDA,1110
FEGURGUR,112
CECENA,1214
STRATTMAN,231
LAFLER,699
DEGENOVA,335
KASMAR,132
MASSICK,112
CRUZCRUZ,627
DAVISTON,127
TOLIFSON,126
MURRIETTA,781
ZELONKA,102
VOELKEL,1083
GARBY,171
SLICHTER,206
TOMBARI,170
BULS,297
IOVANNA,149
SKALSKI,944
MULHALL,1742
REXROTH,553
LUBRANT,139
COSMA,543
LILLA,529
DRASS,325
KREMPA,405
DWELLE,338
REDZOVIC,123
SAMANTHA,146
BARRER,235
GROEBE,147
HEGAR,194
SAKUMA,536
CHANLEY,443
CANDEE,517
FELS,745
YORGEY,232
FLECHAS,121
NUDELL,209
SPAKES,185
CANDAGE,193
GITTEMEIER,261
FIONDA,136
LINKERT,115
SETTE,588
SHAUD,192
WARS,119
GARLIC,243
KEHLEY,100
DEAMARAL,125
TESSEMA,891
SANDY,5826
PENDELL,842
RAHMATI,173
ZIENTARA,347
HLADEK,194
GUMM,2812
PENNYMAN,270
ZEILINGER,372
PALINKAS,503
UPP,730
YADEN,484
BILLEN,255
HOBERMAN,339
BARONIAN,238
ZOE,111
KERBYSON,137
STINER,2416
LZU,129
RATTANA,213
GRISS,112
DORIOT,153
CATTAU,144
GALARDO,200
HYNICK,178
ELLEBRECHT,120
MOWRER,1414
GOUPIL,440
BUSCHING,234
KRONEMAN,138
PERSICH,124
GOODDING,112
MASAKI,445
BEAVERS,15531
GRIMMINGER,100
AMRO,285
BELIZ,239
HOLZAPFEL,989
KISIEL,539
VALLET,310
PAZDERSKI,110
SMEGO,219
JOVIC,404
ANELLI,277
MITROVIC,377
RHONEMUS,205
JUTRAS,906
BREIDENBAUGH,187
ZAPPOLA,164
WELDER,732
ARTISON,168
BUFFORD,2596
KREIMEYER,197
REISCHMAN,374
VANCLEAVE,3847
BERNBAUM,162
BOYT,793
BURDON,354
GODAIRE,122
DARNER,644
BANAHENE,100
GIRLING,319
KOZMAN,133
GINSBURG,3093
SPICER,18501
DESPRES,1238
FAHLSING,252
LIBENSON,104
EVAN,2021
ZEHRA,183
RULEY,1335
KLEVAN,110
SHAUF,223
SAMS,16014
TIERSON,130
GHOLSTON,2375
OOI,474
BOCOCK,668
PURA,336
DELFI,109
RAVENNA,194
WEISSHAAR,213
CIMINO,4897
GOYNES,600
MARKMANN,145
LEVERENZ,1008
MACURAK,127
SCHLAHT,325
CONSTANTINO,5442
MCDARMENT,129
SABADOS,319
KATTAN,508
TIA,374
FITZSIMON,145
AUCIELLO,326
SEABOLT,3752
DOUGHMAN,644
PFANNENSTIEL,1399
HALTOM,1891
LAWSON,119053
BOULGER,232
HURSON,195
DERES,121
FAES,244
SAVICKI,187
CAPPON,295
CAMBAS,102
GRADEL,317
NIC,108
NATESAN,166
BOUGHEY,219
MERMELSTEIN,1107
YOPP,1446
AKUI,114
GLASSBERG,445
BLUESTEIN,795
YAMAN,175
GILVIN,406
DARRELL,1797
COURAGE,311
WAITER,118
ALVANOS,114
MONHOLLON,141
DUDICH,201
MADRILL,165
THROM,399
FEDERICI,856
BANNIGAN,199
TRUMPS,231
ENTE,133
KIVLIN,219
DISQUE,458
STREMMING,229
DIFABIO,836
LASHMET,150
ZORC,176
POLANSKY,2624
BARNI,196
BELO,634
SMOLKIN,102
LLANES,4197
FOPIANO,112
WOODINGS,160
TREIS,154
ECKARD,2806
ALLINGER,457
MADORSKY,143
BOLDRA,122
BALALA,103
WELLNITZ,922
DOSSER,274
BALESTRIERI,787
MATTRESS,264
ZAGAME,130
VANHOUSEN,336
MAZZI,264
GULLOTTA,235
ALMEYDA,564
NOAK,225
GONO,104
TORRES,437813
HATALLA,134
SHOJAEI,117
CASADOS,1559
ANIELLO,249
CUCKLER,267
FLAD,271
BROUGHMAN,835
PAX,350
LORENTZEN,1330
VASIL,826
TACON,113
OTRUBA,152
CHOQUET,100
DIMITRAKOPOULOS,105
MARERO,131
BASSEN,212
REVOLORIO,784
LILLISTON,237
BELTRAMINI,117
RADEK,289
HENSCHKE,200
TAGLIA,227
HANNESSON,128
OPILA,120
BRACKER,351
SEBRA,162
SIWA,208
MASTRONARDI,682
GENATO,119
OFLAHERTY,1301
TOELLER,103
TSOU,786
DIPRE,178
DASS,1446
TURNS,326
MAGGETT,118
ANGELOPOULOS,452
EVARO,340
LOVEGREN,279
PUTHOFF,713
ENIS,740
SZYDEL,143
CAFONE,123
POQUIZ,227
BALKUS,244
LEMUEL,201
GOLDHAMMER,430
PULOS,377
DEPORTER,310
LAFLOWER,181
PATERNI,105
GRANDMAISON,505
ONCAY,100
SEABORNE,410
DWIGGINS,976
PAGES,704
AKINSANYA,210
GUZOWSKI,486
KLEIMAN,3009
ENDERLE,1986
IMBRIANO,319
AHSAN,1399
STILLE,949
KARAGIANNIS,374
SHUTACK,111
NECESSARY,1018
IDRISSI,137
ORZECHOWSKI,1594
HORSEMAN,554
CLAUSNER,106
PIZINGER,103
RADOW,102
LINDBERGH,249
PSENCIK,288
RANCOUR,405
FOELSKE,118
MARAMAG,122
DELANOY,427
MERIS,159
GRAVENS,160
GORI,582
CALDAS,693
ALBUERNE,134
SHANKIN,179
QUITUISACA,140
BEDNORZ,293
WILKINS,58634
LIFSHITZ,241
MULLAN,2034
CARIGNAN,1720
BALIC,279
BOYLL,361
DESILVIO,166
ARISTIL,228
DUBETSKY,105
ANDREOTTI,515
PITSENBERGER,133
JAMER,113
THOMEN,264
NORBU,137
LUHRS,750
ROCHE,18940
HUMAN,1715
DENAULT,1560
LAUDATI,226
HOING,202
VERDERBER,421
STRICKHOUSER,227
DIMICH,111
TEWKSBURY,1224
SABY,109
KREILKAMP,109
RYNIEC,123
LINKE,1962
MANGIARDI,114
SCHNUCK,137
NOZICKA,100
SCHEPIS,761
HERNANDEZSANCH,415
DORNAN,949
DOWSEY,123
MORCKEL,107
DASCENZO,451
KONTRA,238
SCHNESE,136
UNCLES,105
HVIDSTEN,136
ABITBOL,227
LATRAY,342
DOAK,3498
PISCIOTTI,214
SKURKA,358
OZANICH,455
DITULLIO,1257
NIGON,163
WAVERLY,118
WICKLER,134
BULLA,1167
VARRIOS,126
ARABO,268
CUFF,3022
OREBAUGH,537
NAGAL,170
GOEWERT,129
STGEORGE,3026
STEARLEY,307
SINNWELL,188
BARSENAS,120
KOENNECKE,133
MCCULLERS,1594
VILLIER,132
JIMENZ,360
SEAT,669
CIUCCI,281
HAMET,117
BOSHAW,159
GARRAHAN,406
KHALIDI,108
SMETHERS,505
ZACHAU,119
EHMKE,806
STRITT,139
MIKITA,707
FATOVIC,147
CHIE,184
SCHMOHL,100
CACIA,212
DISSMORE,164
ENGELMEYER,345
URBAIN,382
ABUNDIZ,786
LOPEZVASQUEZ,373
BAIROS,371
DOERING,4754
ELLSON,347
HEIDBRINK,354
LACANILAO,223
SULTZ,107
SAMAME,150
MARTINUS,124
PINEGAR,1199
OUTZEN,111
SZYMANSKA,116
RAZZAQ,426
HOVE,2041
RINGWALD,765
LABEFF,132
KENNELL,2292
KLEINKE,320
MARHENKE,104
STENNES,280
BOUBEL,240
FILLIO,148
TORRESMORALES,209
NYSTUEN,198
LYDEN,1571
KINGHORN,1146
RETT,121
MITSCHELE,146
TALISMAN,114
MICARI,158
MILETTA,236
CIVITELLA,216
VASGUEZ,196
DEJULIO,545
MININGER,565
TATON,247
NGOR,167
BADENHOP,275
FRIDGEN,176
EISENHOUR,699
MUNCEY,831
ICHINOSE,188
NOGRADY,112
TORICES,103
LANGSNER,120
PAQUE,321
BURNUM,221
HEMMI,158
UCCELLINI,103
JOHNSONI,104
HERVAS,167
DIFEO,277
HERNANDEZMORAL,212
SKUTT,470
BANUELAS,174
FERRANS,115
FAUNCE,1319
THIEMANN,975
MAHEIA,101
GANDER,1804
PELSTER,411
GRAEME,128
NOSWORTHY,271
WAGENBRENNER,135
NEWCOMBE,1589
LEWANSKI,119
SADAR,194
FISCHETTI,1512
ALCINA,175
HEGBERG,139
SUSARLA,151
MAMMADOV,109
LAXTON,2273
DEMPSTER,2565
EACKER,274
KOENKE,196
KACZOROWSKI,839
MOUCHA,165
ADEWOLE,214
LAUGER,123
QUECK,125
HELFGOTT,306
THOMASON,20478
CHUSID,154
EZEANI,111
WENCK,609
MANANTAN,125
CRESCENCIO,218
RUKAB,144
MACHIELA,227
ASTILLERO,125
VALDO,173
FLADER,201
STEGGALL,287
ALABBAS,116
INKEL,121
STEGEMILLER,153
SMTIH,163
CAHOE,216
DEVERTEUIL,170
AGUILING,105
VICKREY,1388
CARRUBE,101
BILLETT,620
PREMUS,150
CLEARMAN,511
WASHINTON,388
MBURU,388
CAFISO,124
NHAM,571
NATES,165
CARMIGNANI,233
COZZONE,255
COOKE,33223
BORDWELL,456
KALMBACHER,104
HORVAT,1674
TISSOT,295
WOHLFERT,241
SIROVY,159
SHURTLEFF,2127
TRAIN,823
BOUQUIN,131
PRATES,105
RYKHUS,228
BARTHOLOMY,154
BASIR,135
CESSOR,192
RAC,185
UGUR,126
TARICA,115
WESTIN,798
BLANCETT,553
WITH,231
FURUYAMA,129
ZAFFINO,418
TANGIRALA,167
WEDNER,154
BUDROW,432
